cod_cliente,churn_real,churn_predito,probabilidade_churn,diagnostico
45869,0,0,0.017539321864548853,Verdadeiro Negativo (Acertou Ativo)
1995,1,1,0.9672068815218168,Verdadeiro Positivo (Acertou Churn)
28145,1,1,0.8407710838578434,Verdadeiro Positivo (Acertou Churn)
37111,1,1,0.9348864536579621,Verdadeiro Positivo (Acertou Churn)
37499,1,1,0.6443992597819647,Verdadeiro Positivo (Acertou Churn)
23349,0,0,2.3468767090090588e-05,Verdadeiro Negativo (Acertou Ativo)
45255,0,1,0.6235306900364722,Falso Positivo (Alarme Falso)
202,1,1,0.9717243736405589,Verdadeiro Positivo (Acertou Churn)
17696,1,1,0.9798016658282014,Verdadeiro Positivo (Acertou Churn)
45176,1,0,0.23992475462423135,Falso Negativo (Churn Invisível)
40868,1,1,0.8277856063955817,Verdadeiro Positivo (Acertou Churn)
39419,0,0,8.503466255534946e-05,Verdadeiro Negativo (Acertou Ativo)
45339,1,0,0.44059237144659663,Falso Negativo (Churn Invisível)
37595,0,1,0.5589545746391056,Falso Positivo (Alarme Falso)
46439,1,1,0.5478305535361444,Verdadeiro Positivo (Acertou Churn)
40856,1,1,0.8460270426652581,Verdadeiro Positivo (Acertou Churn)
46137,0,1,0.5555351557025561,Falso Positivo (Alarme Falso)
44821,0,0,1.0530850153183186e-10,Verdadeiro Negativo (Acertou Ativo)
45843,0,0,6.308826576587603e-16,Verdadeiro Negativo (Acertou Ativo)
9183,1,1,0.8641724958076434,Verdadeiro Positivo (Acertou Churn)
27789,0,0,8.962290072725134e-06,Verdadeiro Negativo (Acertou Ativo)
18986,1,1,0.9454217960610503,Verdadeiro Positivo (Acertou Churn)
19459,0,0,0.2020307481958211,Verdadeiro Negativo (Acertou Ativo)
36588,0,0,2.8892835631741596e-07,Verdadeiro Negativo (Acertou Ativo)
45655,1,1,0.7146086552342803,Verdadeiro Positivo (Acertou Churn)
46480,0,0,0.016978790262724173,Verdadeiro Negativo (Acertou Ativo)
44797,1,1,0.625035892899057,Verdadeiro Positivo (Acertou Churn)
17736,1,0,0.4634428477061847,Falso Negativo (Churn Invisível)
38934,1,1,0.8841318035398277,Verdadeiro Positivo (Acertou Churn)
42473,1,1,0.8305443691185312,Verdadeiro Positivo (Acertou Churn)
19456,1,1,0.8959113588027147,Verdadeiro Positivo (Acertou Churn)
25134,1,1,0.9201429277851411,Verdadeiro Positivo (Acertou Churn)
20929,1,1,0.8271656193042756,Verdadeiro Positivo (Acertou Churn)
46525,0,1,0.6114256610662204,Falso Positivo (Alarme Falso)
20784,1,1,0.9743193021464264,Verdadeiro Positivo (Acertou Churn)
46770,0,1,0.6632724777701431,Falso Positivo (Alarme Falso)
38813,1,1,0.9123050872349563,Verdadeiro Positivo (Acertou Churn)
228,0,0,1.322674457901947e-07,Verdadeiro Negativo (Acertou Ativo)
22883,1,0,0.21976900781858877,Falso Negativo (Churn Invisível)
12973,1,1,0.8472587667000715,Verdadeiro Positivo (Acertou Churn)
46568,0,0,0.000755905098847311,Verdadeiro Negativo (Acertou Ativo)
11064,1,1,0.9660382909666202,Verdadeiro Positivo (Acertou Churn)
22975,1,1,0.9645770844882419,Verdadeiro Positivo (Acertou Churn)
27658,1,1,0.715681119763514,Verdadeiro Positivo (Acertou Churn)
27318,0,1,0.7767279134275368,Falso Positivo (Alarme Falso)
25441,1,1,0.8964961951808774,Verdadeiro Positivo (Acertou Churn)
44958,1,1,0.6978237356768261,Verdadeiro Positivo (Acertou Churn)
24156,1,1,0.9197207358928404,Verdadeiro Positivo (Acertou Churn)
5886,1,1,0.951860325636583,Verdadeiro Positivo (Acertou Churn)
27157,1,1,0.8412296375643759,Verdadeiro Positivo (Acertou Churn)
36652,0,0,0.0041111069543487795,Verdadeiro Negativo (Acertou Ativo)
13677,1,1,0.9737248590368381,Verdadeiro Positivo (Acertou Churn)
1684,1,1,0.7109681283559947,Verdadeiro Positivo (Acertou Churn)
44868,0,0,1.286195269384125e-10,Verdadeiro Negativo (Acertou Ativo)
1688,0,0,0.10382282318347366,Verdadeiro Negativo (Acertou Ativo)
43524,0,0,0.000838877517444345,Verdadeiro Negativo (Acertou Ativo)
43110,0,0,0.3986675786216376,Verdadeiro Negativo (Acertou Ativo)
21324,0,1,0.8195306654184774,Falso Positivo (Alarme Falso)
46261,0,0,4.352947637985562e-19,Verdadeiro Negativo (Acertou Ativo)
18214,0,1,0.7515361860400823,Falso Positivo (Alarme Falso)
21583,0,0,0.40107176550183493,Verdadeiro Negativo (Acertou Ativo)
18357,1,1,0.8351529738332043,Verdadeiro Positivo (Acertou Churn)
773,0,1,0.8944396606261621,Falso Positivo (Alarme Falso)
45022,0,0,0.025389770219740544,Verdadeiro Negativo (Acertou Ativo)
46767,0,1,0.6451769476612088,Falso Positivo (Alarme Falso)
46148,0,1,0.8955420127339968,Falso Positivo (Alarme Falso)
45329,0,0,6.536046637699228e-07,Verdadeiro Negativo (Acertou Ativo)
41875,1,1,0.6564258321580405,Verdadeiro Positivo (Acertou Churn)
25659,1,1,0.8906613635003237,Verdadeiro Positivo (Acertou Churn)
17272,0,0,0.00017605335543241306,Verdadeiro Negativo (Acertou Ativo)
43218,0,0,0.42689578654295224,Verdadeiro Negativo (Acertou Ativo)
42993,1,1,0.7509916591352569,Verdadeiro Positivo (Acertou Churn)
23437,1,0,0.46694864814005105,Falso Negativo (Churn Invisível)
37325,1,1,0.9393876530353948,Verdadeiro Positivo (Acertou Churn)
45449,0,0,2.0423779338134696e-10,Verdadeiro Negativo (Acertou Ativo)
27788,1,1,0.940817135995033,Verdadeiro Positivo (Acertou Churn)
17969,1,1,0.8165371823289066,Verdadeiro Positivo (Acertou Churn)
26786,0,0,0.46874490870483615,Verdadeiro Negativo (Acertou Ativo)
43019,0,1,0.7394796858949289,Falso Positivo (Alarme Falso)
9487,0,0,1.5149957044795102e-05,Verdadeiro Negativo (Acertou Ativo)
45389,1,1,0.7346157690624021,Verdadeiro Positivo (Acertou Churn)
42787,0,0,1.3684292142727591e-34,Verdadeiro Negativo (Acertou Ativo)
20960,1,1,0.9736556444882879,Verdadeiro Positivo (Acertou Churn)
25019,1,1,0.7822690689659185,Verdadeiro Positivo (Acertou Churn)
18222,0,0,9.004726682977758e-36,Verdadeiro Negativo (Acertou Ativo)
17714,1,1,0.7954158826351285,Verdadeiro Positivo (Acertou Churn)
45613,1,1,0.6844735761256678,Verdadeiro Positivo (Acertou Churn)
36101,1,1,0.9249226387123705,Verdadeiro Positivo (Acertou Churn)
44718,0,0,0.2666684384801439,Verdadeiro Negativo (Acertou Ativo)
42670,0,0,2.2764237467787667e-10,Verdadeiro Negativo (Acertou Ativo)
25353,1,1,0.9136337276446146,Verdadeiro Positivo (Acertou Churn)
23342,0,0,0.4464791471310633,Verdadeiro Negativo (Acertou Ativo)
27654,0,0,6.308427293321942e-05,Verdadeiro Negativo (Acertou Ativo)
38895,1,1,0.9102118208600245,Verdadeiro Positivo (Acertou Churn)
36867,1,1,0.8843532493886381,Verdadeiro Positivo (Acertou Churn)
20081,1,0,0.4685861259450065,Falso Negativo (Churn Invisível)
39404,0,0,0.05923194042090528,Verdadeiro Negativo (Acertou Ativo)
22515,0,0,0.10927058451914096,Verdadeiro Negativo (Acertou Ativo)
42456,1,1,0.9215815720934982,Verdadeiro Positivo (Acertou Churn)
24443,1,1,0.9557055126742191,Verdadeiro Positivo (Acertou Churn)
26738,1,1,0.9484159183991848,Verdadeiro Positivo (Acertou Churn)
46453,0,0,0.30022339926487823,Verdadeiro Negativo (Acertou Ativo)
44980,0,0,0.28479212502150086,Verdadeiro Negativo (Acertou Ativo)
25668,1,1,0.8451478477630064,Verdadeiro Positivo (Acertou Churn)
37048,0,0,1.8216676588605646e-13,Verdadeiro Negativo (Acertou Ativo)
18491,0,0,0.005979438751060829,Verdadeiro Negativo (Acertou Ativo)
44479,1,1,0.7625313693620286,Verdadeiro Positivo (Acertou Churn)
17086,0,0,0.35844361796118857,Verdadeiro Negativo (Acertou Ativo)
37487,1,1,0.8327745105259237,Verdadeiro Positivo (Acertou Churn)
42771,1,1,0.7262462941482606,Verdadeiro Positivo (Acertou Churn)
13873,0,0,1.2155646462768436e-09,Verdadeiro Negativo (Acertou Ativo)
1471,1,1,0.7264384248578103,Verdadeiro Positivo (Acertou Churn)
46948,0,0,0.04056785449791624,Verdadeiro Negativo (Acertou Ativo)
21314,1,1,0.9669799382043248,Verdadeiro Positivo (Acertou Churn)
23839,1,1,0.878422984033942,Verdadeiro Positivo (Acertou Churn)
21650,0,1,0.6472433898783803,Falso Positivo (Alarme Falso)
323,1,1,0.9606074690855967,Verdadeiro Positivo (Acertou Churn)
46254,0,1,0.5744629593114495,Falso Positivo (Alarme Falso)
11933,1,1,0.977428004630252,Verdadeiro Positivo (Acertou Churn)
45770,1,1,0.6093111784859657,Verdadeiro Positivo (Acertou Churn)
45901,0,0,4.1697072587016015e-26,Verdadeiro Negativo (Acertou Ativo)
11830,0,0,0.03401692856670407,Verdadeiro Negativo (Acertou Ativo)
45801,0,0,0.19338740474083277,Verdadeiro Negativo (Acertou Ativo)
46034,0,0,0.38102742987648885,Verdadeiro Negativo (Acertou Ativo)
44332,0,0,0.21889056748624117,Verdadeiro Negativo (Acertou Ativo)
43377,1,1,0.7748901872179507,Verdadeiro Positivo (Acertou Churn)
1454,1,0,0.30304979441123814,Falso Negativo (Churn Invisível)
44893,1,1,0.746423711190909,Verdadeiro Positivo (Acertou Churn)
13079,1,0,0.4635604843543666,Falso Negativo (Churn Invisível)
44967,0,0,0.33506140026677494,Verdadeiro Negativo (Acertou Ativo)
40028,1,1,0.7809509376345404,Verdadeiro Positivo (Acertou Churn)
39240,1,1,0.9075532774099171,Verdadeiro Positivo (Acertou Churn)
45140,0,1,0.6038467971321497,Falso Positivo (Alarme Falso)
36105,0,1,0.7799645638835008,Falso Positivo (Alarme Falso)
8518,0,0,0.17251724041011957,Verdadeiro Negativo (Acertou Ativo)
28201,1,1,0.7580771174846243,Verdadeiro Positivo (Acertou Churn)
45155,0,0,0.0011735361126588792,Verdadeiro Negativo (Acertou Ativo)
9278,1,1,0.9266618953752846,Verdadeiro Positivo (Acertou Churn)
46635,0,0,0.0003154238652018628,Verdadeiro Negativo (Acertou Ativo)
46970,0,0,0.04694383070402232,Verdadeiro Negativo (Acertou Ativo)
35901,1,1,0.9159180834342034,Verdadeiro Positivo (Acertou Churn)
46113,0,1,0.6447442868071938,Falso Positivo (Alarme Falso)
45690,0,0,0.31591979522616226,Verdadeiro Negativo (Acertou Ativo)
40341,0,0,2.4059552776062484e-07,Verdadeiro Negativo (Acertou Ativo)
25924,1,1,0.8218494082882603,Verdadeiro Positivo (Acertou Churn)
24415,1,1,0.7727124684999875,Verdadeiro Positivo (Acertou Churn)
46166,1,1,0.697504415835633,Verdadeiro Positivo (Acertou Churn)
46533,0,0,1.670323587807016e-05,Verdadeiro Negativo (Acertou Ativo)
38166,1,1,0.906714792820987,Verdadeiro Positivo (Acertou Churn)
45257,0,0,0.11775863817480763,Verdadeiro Negativo (Acertou Ativo)
26407,1,1,0.6910109183354425,Verdadeiro Positivo (Acertou Churn)
46506,0,0,8.108269836528781e-09,Verdadeiro Negativo (Acertou Ativo)
13458,0,0,2.192383607969784e-14,Verdadeiro Negativo (Acertou Ativo)
20218,0,1,0.5534723209587662,Falso Positivo (Alarme Falso)
13281,1,1,0.9176905014015334,Verdadeiro Positivo (Acertou Churn)
9773,1,1,0.9592112497794637,Verdadeiro Positivo (Acertou Churn)
28134,1,1,0.9279569351029525,Verdadeiro Positivo (Acertou Churn)
41873,0,0,0.36544238928557027,Verdadeiro Negativo (Acertou Ativo)
45437,0,0,3.561317728394743e-08,Verdadeiro Negativo (Acertou Ativo)
46921,0,0,0.44823333651995134,Verdadeiro Negativo (Acertou Ativo)
38002,0,0,4.595850161001299e-16,Verdadeiro Negativo (Acertou Ativo)
36801,1,1,0.9003316469733312,Verdadeiro Positivo (Acertou Churn)
19670,1,1,0.9547947201805681,Verdadeiro Positivo (Acertou Churn)
27007,1,1,0.8820372597188777,Verdadeiro Positivo (Acertou Churn)
36141,0,0,0.15164132302841674,Verdadeiro Negativo (Acertou Ativo)
46408,1,1,0.8606484525016286,Verdadeiro Positivo (Acertou Churn)
25436,1,1,0.9180692709423988,Verdadeiro Positivo (Acertou Churn)
14033,0,0,9.952845424594568e-07,Verdadeiro Negativo (Acertou Ativo)
40908,1,0,0.42627439765144065,Falso Negativo (Churn Invisível)
46050,1,1,0.6587752423044525,Verdadeiro Positivo (Acertou Churn)
25138,0,0,0.0006535132084842834,Verdadeiro Negativo (Acertou Ativo)
10142,1,1,0.9570859332591731,Verdadeiro Positivo (Acertou Churn)
12339,1,1,0.9687881382786385,Verdadeiro Positivo (Acertou Churn)
43481,0,0,0.4671198466908233,Verdadeiro Negativo (Acertou Ativo)
27740,1,1,0.782505136342964,Verdadeiro Positivo (Acertou Churn)
140,0,0,0.026337990171625737,Verdadeiro Negativo (Acertou Ativo)
26265,0,0,0.26402432091958744,Verdadeiro Negativo (Acertou Ativo)
38110,1,1,0.9293675423462909,Verdadeiro Positivo (Acertou Churn)
19220,0,1,0.5480586133622031,Falso Positivo (Alarme Falso)
45203,1,1,0.7537312387496337,Verdadeiro Positivo (Acertou Churn)
41995,1,0,0.253922858594512,Falso Negativo (Churn Invisível)
19800,0,0,0.00025462674395201467,Verdadeiro Negativo (Acertou Ativo)
36607,1,1,0.882881896376989,Verdadeiro Positivo (Acertou Churn)
17110,1,1,0.7556829011568525,Verdadeiro Positivo (Acertou Churn)
44478,0,0,1.2461225460124993e-19,Verdadeiro Negativo (Acertou Ativo)
46793,0,1,0.6481413925582483,Falso Positivo (Alarme Falso)
44341,1,1,0.8041157861300373,Verdadeiro Positivo (Acertou Churn)
26636,1,1,0.7500636900896827,Verdadeiro Positivo (Acertou Churn)
46599,0,1,0.6655140431471798,Falso Positivo (Alarme Falso)
18628,1,1,0.7694734390074887,Verdadeiro Positivo (Acertou Churn)
40842,0,0,3.1835170398519216e-08,Verdadeiro Negativo (Acertou Ativo)
44629,0,0,0.0003192106607182114,Verdadeiro Negativo (Acertou Ativo)
46774,0,1,0.6867190140149584,Falso Positivo (Alarme Falso)
46829,0,0,0.17832435280761094,Verdadeiro Negativo (Acertou Ativo)
46159,0,1,0.6447442868071938,Falso Positivo (Alarme Falso)
841,0,0,2.7784185946499846e-06,Verdadeiro Negativo (Acertou Ativo)
42801,1,1,0.5150650769022009,Verdadeiro Positivo (Acertou Churn)
46464,0,1,0.5333035842179987,Falso Positivo (Alarme Falso)
18512,1,1,0.9768613785422705,Verdadeiro Positivo (Acertou Churn)
13886,1,1,0.999913237750434,Verdadeiro Positivo (Acertou Churn)
46802,0,1,0.6923005411728028,Falso Positivo (Alarme Falso)
20936,0,0,0.009130473245180593,Verdadeiro Negativo (Acertou Ativo)
17357,0,0,1.0132871509811425e-09,Verdadeiro Negativo (Acertou Ativo)
45038,1,1,0.6204589886288818,Verdadeiro Positivo (Acertou Churn)
46457,0,1,0.6014153709536949,Falso Positivo (Alarme Falso)
45185,0,0,8.347332119669555e-05,Verdadeiro Negativo (Acertou Ativo)
46032,0,0,0.18223511758580724,Verdadeiro Negativo (Acertou Ativo)
46792,0,0,0.2462572714716519,Verdadeiro Negativo (Acertou Ativo)
6922,0,0,0.2756652686667387,Verdadeiro Negativo (Acertou Ativo)
46649,0,1,0.6573229618223178,Falso Positivo (Alarme Falso)
20629,0,0,0.44042678825271775,Verdadeiro Negativo (Acertou Ativo)
46633,0,1,0.6260874348367739,Falso Positivo (Alarme Falso)
14003,0,0,4.099932998917734e-07,Verdadeiro Negativo (Acertou Ativo)
11948,0,0,3.638144355722873e-26,Verdadeiro Negativo (Acertou Ativo)
22,1,1,0.7393476478261278,Verdadeiro Positivo (Acertou Churn)
4071,0,1,0.5216348123101848,Falso Positivo (Alarme Falso)
23248,0,0,0.035009063093665374,Verdadeiro Negativo (Acertou Ativo)
22018,0,0,0.11334274194071155,Verdadeiro Negativo (Acertou Ativo)
19028,0,1,0.7715800014987447,Falso Positivo (Alarme Falso)
17666,1,1,0.7202865788868836,Verdadeiro Positivo (Acertou Churn)
21420,1,1,0.9717243736405589,Verdadeiro Positivo (Acertou Churn)
4931,0,1,0.7745887142536502,Falso Positivo (Alarme Falso)
11127,0,1,0.7439585248224815,Falso Positivo (Alarme Falso)
46806,0,1,0.6534362075468023,Falso Positivo (Alarme Falso)
11757,0,0,6.964190203994373e-06,Verdadeiro Negativo (Acertou Ativo)
24984,1,1,0.9172013819910336,Verdadeiro Positivo (Acertou Churn)
17640,0,1,0.5347630841637067,Falso Positivo (Alarme Falso)
13590,1,1,0.9343786084987377,Verdadeiro Positivo (Acertou Churn)
45248,1,1,0.7335535063111798,Verdadeiro Positivo (Acertou Churn)
41859,1,1,0.923235481074853,Verdadeiro Positivo (Acertou Churn)
46537,1,0,0.4584777746247826,Falso Negativo (Churn Invisível)
45144,0,0,0.4851051690112169,Verdadeiro Negativo (Acertou Ativo)
42852,1,1,0.5680507787488074,Verdadeiro Positivo (Acertou Churn)
36633,1,1,0.8602190908802886,Verdadeiro Positivo (Acertou Churn)
18541,1,1,0.7088658393123954,Verdadeiro Positivo (Acertou Churn)
46367,0,1,0.5458588141441697,Falso Positivo (Alarme Falso)
45699,1,1,0.7697064342039796,Verdadeiro Positivo (Acertou Churn)
44476,0,1,0.6976257624277852,Falso Positivo (Alarme Falso)
24931,1,1,0.9522108205841988,Verdadeiro Positivo (Acertou Churn)
45076,0,0,0.01725879799186909,Verdadeiro Negativo (Acertou Ativo)
37288,1,1,0.8964869794117021,Verdadeiro Positivo (Acertou Churn)
41209,0,0,1.1703699420477585e-17,Verdadeiro Negativo (Acertou Ativo)
41705,0,0,0.39137845279268824,Verdadeiro Negativo (Acertou Ativo)
42307,1,1,0.6925778316611748,Verdadeiro Positivo (Acertou Churn)
46116,0,0,0.40831186535616804,Verdadeiro Negativo (Acertou Ativo)
12384,0,0,0.038207835145197086,Verdadeiro Negativo (Acertou Ativo)
44367,1,1,0.7302108018427934,Verdadeiro Positivo (Acertou Churn)
25677,0,0,0.002440632198913891,Verdadeiro Negativo (Acertou Ativo)
21524,1,1,0.9676407107279772,Verdadeiro Positivo (Acertou Churn)
26420,0,1,0.5791695078510843,Falso Positivo (Alarme Falso)
46855,0,0,0.43752750925618594,Verdadeiro Negativo (Acertou Ativo)
45853,0,0,0.044381644380464304,Verdadeiro Negativo (Acertou Ativo)
24541,1,1,0.8972963860666401,Verdadeiro Positivo (Acertou Churn)
44625,0,0,3.908436878705407e-14,Verdadeiro Negativo (Acertou Ativo)
43539,0,0,0.46242386047836176,Verdadeiro Negativo (Acertou Ativo)
46801,0,0,0.0050591415393710405,Verdadeiro Negativo (Acertou Ativo)
46919,0,0,0.04011923667405384,Verdadeiro Negativo (Acertou Ativo)
18762,1,0,0.3648606004895552,Falso Negativo (Churn Invisível)
36083,1,1,0.888708037458828,Verdadeiro Positivo (Acertou Churn)
22147,0,0,0.43647178418542015,Verdadeiro Negativo (Acertou Ativo)
13421,0,0,0.0010111692857690566,Verdadeiro Negativo (Acertou Ativo)
20564,1,1,0.9635112256923146,Verdadeiro Positivo (Acertou Churn)
37394,1,1,0.9339953424683249,Verdadeiro Positivo (Acertou Churn)
42821,1,1,0.9035366671482207,Verdadeiro Positivo (Acertou Churn)
12525,0,0,0.23271933444064044,Verdadeiro Negativo (Acertou Ativo)
46282,0,0,2.5610347605887747e-06,Verdadeiro Negativo (Acertou Ativo)
44613,0,0,0.477284488944588,Verdadeiro Negativo (Acertou Ativo)
22228,1,1,0.899226483188928,Verdadeiro Positivo (Acertou Churn)
38183,1,1,0.907761251800583,Verdadeiro Positivo (Acertou Churn)
46277,1,1,0.6163056166742081,Verdadeiro Positivo (Acertou Churn)
46629,1,1,0.9546893428798454,Verdadeiro Positivo (Acertou Churn)
14065,1,1,0.9573146780877995,Verdadeiro Positivo (Acertou Churn)
37785,1,1,0.8941619792369672,Verdadeiro Positivo (Acertou Churn)
9699,0,0,0.0074074303227338574,Verdadeiro Negativo (Acertou Ativo)
27265,1,1,0.7704382572209011,Verdadeiro Positivo (Acertou Churn)
42196,0,0,0.4111706937883273,Verdadeiro Negativo (Acertou Ativo)
12630,1,1,0.9416219045130727,Verdadeiro Positivo (Acertou Churn)
46918,0,1,0.7337531552653607,Falso Positivo (Alarme Falso)
44071,0,0,0.36476164818795115,Verdadeiro Negativo (Acertou Ativo)
37122,0,0,0.3032715185266259,Verdadeiro Negativo (Acertou Ativo)
45689,0,0,0.0004543859005566648,Verdadeiro Negativo (Acertou Ativo)
46305,0,1,0.6877992708928468,Falso Positivo (Alarme Falso)
37491,1,0,0.37209583147403413,Falso Negativo (Churn Invisível)
26010,1,1,0.926049810270203,Verdadeiro Positivo (Acertou Churn)
36926,0,1,0.8297358273359725,Falso Positivo (Alarme Falso)
37030,1,1,0.9274337793664591,Verdadeiro Positivo (Acertou Churn)
45153,1,1,0.516178877196768,Verdadeiro Positivo (Acertou Churn)
26926,0,1,0.6908381942166696,Falso Positivo (Alarme Falso)
23191,0,1,0.5143945276724736,Falso Positivo (Alarme Falso)
45872,1,1,0.616721249386922,Verdadeiro Positivo (Acertou Churn)
10653,1,1,0.8893533797978366,Verdadeiro Positivo (Acertou Churn)
40193,1,1,0.7840696215271379,Verdadeiro Positivo (Acertou Churn)
45428,0,1,0.5900596682323577,Falso Positivo (Alarme Falso)
46291,1,1,0.7040011202676439,Verdadeiro Positivo (Acertou Churn)
41566,1,1,0.8282022437891371,Verdadeiro Positivo (Acertou Churn)
12238,1,1,0.9937665452212964,Verdadeiro Positivo (Acertou Churn)
753,0,0,0.4940631774379849,Verdadeiro Negativo (Acertou Ativo)
45754,1,1,0.7359064660091688,Verdadeiro Positivo (Acertou Churn)
26645,0,0,0.14516298243069078,Verdadeiro Negativo (Acertou Ativo)
18165,1,1,0.9754850014046689,Verdadeiro Positivo (Acertou Churn)
43188,0,1,0.5199364629109937,Falso Positivo (Alarme Falso)
44096,1,1,0.6817912262385637,Verdadeiro Positivo (Acertou Churn)
28150,1,1,0.8923290357222026,Verdadeiro Positivo (Acertou Churn)
22266,1,1,0.9650707603682367,Verdadeiro Positivo (Acertou Churn)
20263,0,0,0.10159316312265727,Verdadeiro Negativo (Acertou Ativo)
45967,0,1,0.6317003512083351,Falso Positivo (Alarme Falso)
45787,1,1,0.7330697301907413,Verdadeiro Positivo (Acertou Churn)
45891,0,1,0.6821061505794722,Falso Positivo (Alarme Falso)
42217,1,0,0.4373504265784712,Falso Negativo (Churn Invisível)
12505,1,1,0.9620266547574624,Verdadeiro Positivo (Acertou Churn)
9578,0,0,0.000674604135252512,Verdadeiro Negativo (Acertou Ativo)
13528,1,1,0.9578774659039194,Verdadeiro Positivo (Acertou Churn)
40803,1,1,0.9462909663148164,Verdadeiro Positivo (Acertou Churn)
19007,1,1,0.9592596332048425,Verdadeiro Positivo (Acertou Churn)
41187,0,0,2.687404148290567e-07,Verdadeiro Negativo (Acertou Ativo)
21840,1,1,0.8703842964142492,Verdadeiro Positivo (Acertou Churn)
43953,1,1,0.8054909888450694,Verdadeiro Positivo (Acertou Churn)
45837,0,0,0.2206051099221514,Verdadeiro Negativo (Acertou Ativo)
45965,1,1,0.7185987877555714,Verdadeiro Positivo (Acertou Churn)
36107,1,1,0.9051896001360723,Verdadeiro Positivo (Acertou Churn)
44420,1,1,0.5903395792082775,Verdadeiro Positivo (Acertou Churn)
45469,0,0,0.00453004018230142,Verdadeiro Negativo (Acertou Ativo)
38364,1,1,0.8889575718987306,Verdadeiro Positivo (Acertou Churn)
36658,1,1,0.9026523458673062,Verdadeiro Positivo (Acertou Churn)
38282,1,1,0.7351873809871174,Verdadeiro Positivo (Acertou Churn)
12212,0,1,0.8583210866877212,Falso Positivo (Alarme Falso)
20777,1,1,0.9385688988441862,Verdadeiro Positivo (Acertou Churn)
43381,0,1,0.5759273272340881,Falso Positivo (Alarme Falso)
8770,0,0,6.412753630018105e-29,Verdadeiro Negativo (Acertou Ativo)
46233,0,0,0.0007663079373475665,Verdadeiro Negativo (Acertou Ativo)
42243,0,0,0.13938966225667487,Verdadeiro Negativo (Acertou Ativo)
40904,1,1,0.6212288204948213,Verdadeiro Positivo (Acertou Churn)
43449,0,1,0.5111563627847078,Falso Positivo (Alarme Falso)
26461,1,1,0.9169731626274358,Verdadeiro Positivo (Acertou Churn)
26371,1,1,0.9385130359607676,Verdadeiro Positivo (Acertou Churn)
42776,1,1,0.5170430081965561,Verdadeiro Positivo (Acertou Churn)
43494,0,0,0.004526685964771652,Verdadeiro Negativo (Acertou Ativo)
12592,0,0,0.00010512926831278322,Verdadeiro Negativo (Acertou Ativo)
38038,1,1,0.8449470280778989,Verdadeiro Positivo (Acertou Churn)
43782,0,0,0.29368580892880125,Verdadeiro Negativo (Acertou Ativo)
17827,0,0,0.398006182986861,Verdadeiro Negativo (Acertou Ativo)
46804,0,0,0.3873507341591669,Verdadeiro Negativo (Acertou Ativo)
46145,0,0,0.375251854684665,Verdadeiro Negativo (Acertou Ativo)
40246,1,1,0.9601604799667212,Verdadeiro Positivo (Acertou Churn)
46003,0,1,0.5458897024137475,Falso Positivo (Alarme Falso)
36415,1,1,0.9391763228475649,Verdadeiro Positivo (Acertou Churn)
11345,0,1,0.6375852000634397,Falso Positivo (Alarme Falso)
45249,0,0,1.6705708857649437e-07,Verdadeiro Negativo (Acertou Ativo)
26879,1,1,0.9142636548390368,Verdadeiro Positivo (Acertou Churn)
46725,0,1,0.6391861258186291,Falso Positivo (Alarme Falso)
26625,1,1,0.9999878296267155,Verdadeiro Positivo (Acertou Churn)
46653,0,1,0.7135330399998123,Falso Positivo (Alarme Falso)
46895,0,0,0.4417942720109583,Verdadeiro Negativo (Acertou Ativo)
35841,1,1,0.9416219045130727,Verdadeiro Positivo (Acertou Churn)
39085,1,1,0.9269380044527712,Verdadeiro Positivo (Acertou Churn)
39981,1,0,0.20274556092124313,Falso Negativo (Churn Invisível)
38078,1,1,0.7484805013669538,Verdadeiro Positivo (Acertou Churn)
45351,0,0,0.40850206121008287,Verdadeiro Negativo (Acertou Ativo)
37240,1,1,0.8215318454713724,Verdadeiro Positivo (Acertou Churn)
19141,1,1,0.9772030019291104,Verdadeiro Positivo (Acertou Churn)
40082,1,1,0.8055624395771049,Verdadeiro Positivo (Acertou Churn)
147,0,1,0.6984155650114006,Falso Positivo (Alarme Falso)
24127,1,1,0.9228446867301882,Verdadeiro Positivo (Acertou Churn)
2526,1,1,0.9024611543061712,Verdadeiro Positivo (Acertou Churn)
44691,0,1,0.6394589195808126,Falso Positivo (Alarme Falso)
44799,0,0,6.742224638881289e-25,Verdadeiro Negativo (Acertou Ativo)
45262,0,0,0.0001011288788333954,Verdadeiro Negativo (Acertou Ativo)
9034,0,1,0.6538282292292718,Falso Positivo (Alarme Falso)
37304,1,1,0.8945900165116183,Verdadeiro Positivo (Acertou Churn)
22165,0,0,0.0007032640876512917,Verdadeiro Negativo (Acertou Ativo)
43582,1,1,0.7504910664716549,Verdadeiro Positivo (Acertou Churn)
26341,1,1,0.9374052961334215,Verdadeiro Positivo (Acertou Churn)
20586,1,1,0.9907106985597002,Verdadeiro Positivo (Acertou Churn)
38340,1,1,0.8130123135749763,Verdadeiro Positivo (Acertou Churn)
42374,1,1,0.6392391629513055,Verdadeiro Positivo (Acertou Churn)
16846,1,1,0.8104881369594191,Verdadeiro Positivo (Acertou Churn)
37926,1,1,0.8355716433016446,Verdadeiro Positivo (Acertou Churn)
10081,1,1,0.9617967608413073,Verdadeiro Positivo (Acertou Churn)
40660,0,0,0.030222380034389554,Verdadeiro Negativo (Acertou Ativo)
